id,tableName,waiterName,orderTotal,taxAmount,currency,insertDate,updateDate,orderType,status,salesChannelName,paymentMethodName,customerId,orderNumber
258492816,,can,789.8,7.82,TRY,2025-01-22T18:40:45.967,2025-01-22T19:35:24.667,Paket Siparişi,Kapandı,Ana Kanal,,22080491,207
258493757,,can,473.9,4.69,TRY,2025-01-22T18:42:55.013,2025-01-22T19:32:44.803,Paket Siparişi,Kapandı,Ana Kanal,,25556789,208
258495903,,can,507.9,46.17,TRY,2025-01-22T18:47:36.377,2025-01-22T19:35:23.183,Paket Siparişi,Kapandı,Ana Kanal,,33779377,209
258497955,Bahçe Masa 1,can,359.9,3.56,TRY,2025-01-22T18:52:16.31,2025-01-22T19:11:07.71,Masa Siparişi,Kapandı,Ana Kanal,,0,210
258498385,,can,389.9,35.45,TRY,2025-01-22T18:53:16.65,2025-01-22T20:03:34.753,Paket Siparişi,Kapandı,Ana Kanal,,26994716,211
258502268,,can,395.16,35.92,TRY,2025-01-22T19:02:08.307,2025-01-22T19:49:12.363,Paket Siparişi,Kapandı,Ana Kanal,,22686845,212
258503241,,can,790.33,71.84,TRY,2025-01-22T19:04:21.003,2025-01-22T19:49:18.8,Paket Siparişi,Kapandı,Ana Kanal,,31665470,213
258503245,,can,402.07,36.55,TRY,2025-01-22T19:04:21.57,2025-01-22T19:47:35.97,Paket Siparişi,Kapandı,Ana Kanal,,33780310,214
258503582,,can,389.9,35.45,TRY,2025-01-22T19:05:07.037,2025-01-22T20:03:33.527,Paket Siparişi,Kapandı,Ana Kanal,,33780365,215
258503887,,can,1859.5,18.41,TRY,2025-01-22T19:05:49.853,2025-01-22T19:49:13.247,Paket Siparişi,Kapandı,Ana Kanal,,16874117,216
258504844,,can,800.19,72.75,TRY,2025-01-22T19:08:02.163,2025-01-22T19:49:16.9,Paket Siparişi,Kapandı,Ana Kanal,,33644727,217
258506472,,can,412.08,37.46,TRY,2025-01-22T19:11:43.13,2025-01-22T20:03:36.33,Paket Siparişi,Kapandı,Ana Kanal,,13801654,218
258507142,,can,443.9,40.35,TRY,2025-01-22T19:13:16.937,2025-01-22T20:03:33.053,Paket Siparişi,Kapandı,Ana Kanal,,2244097,219
258507823,,can,1079.5,98.13,TRY,2025-01-22T19:14:45.97,2025-01-22T20:03:36.99,Paket Siparişi,Kapandı,Ana Kanal,,5012335,220
258509047,,can,334.6,3.31,TRY,2025-01-22T19:17:29.213,2025-01-22T20:03:38.5,Paket Siparişi,Kapandı,Ana Kanal,,33781083,221
258511527,,can,499.9,4.95,TRY,2025-01-22T19:23:09.953,2025-01-22T19:49:22.39,Paket Siparişi,Kapandı,Ana Kanal,,28433961,222
258511700,Masa 3,can,828.0,75.27,TRY,2025-01-22T19:23:34.143,2025-01-22T21:22:35.933,Masa Siparişi,Kapandı,Ana Kanal,,33781435,223
258515186,,can,507.9,46.17,TRY,2025-01-22T19:31:31.597,2025-01-22T20:03:40.603,Paket Siparişi,Kapandı,Ana Kanal,,24376718,224
258515314,,can,376.41,40.58,TRY,2025-01-22T19:31:48.213,2025-01-22T19:49:25.05,Paket Siparişi,Kapandı,Ana Kanal,,18083346,225
258516603,,can,789.8,7.82,TRY,2025-01-22T19:34:52.437,2025-01-22T20:12:48.73,Paket Siparişi,Kapandı,Ana Kanal,,10639719,226
258517200,,can,435.36,44.12,TRY,2025-01-22T19:36:19.23,2025-01-22T20:30:39.42,Paket Siparişi,Kapandı,Ana Kanal,,33782140,227
258518054,,can,403.66,36.7,TRY,2025-01-22T19:38:13.73,2025-01-22T20:29:36.55,Paket Siparişi,Kapandı,Ana Kanal,,429640,228
258518141,,can,419.5,9.81,TRY,2025-01-22T19:38:24.29,2025-01-22T20:12:46.52,Paket Siparişi,Kapandı,Ana Kanal,,33782247,229
258518713,,can,395.16,35.92,TRY,2025-01-22T19:39:42.72,2025-01-22T20:30:37.293,Paket Siparişi,Kapandı,Ana Kanal,,25509226,230
258518715,,can,403.66,36.7,TRY,2025-01-22T19:39:43.33,2025-01-22T20:30:33.58,Paket Siparişi,Kapandı,Ana Kanal,,33439263,231
258519533,,can,429.66,43.61,TRY,2025-01-22T19:41:36.31,2025-01-22T20:30:35.85,Paket Siparişi,Kapandı,Ana Kanal,,33782457,232
258520661,,can,786.8,71.53,TRY,2025-01-22T19:44:15.08,2025-01-22T20:47:08.913,Paket Siparişi,Kapandı,Ana Kanal,,33003215,233
258523019,,can,396.41,40.58,TRY,2025-01-22T19:49:53.103,2025-01-22T20:29:33.463,Paket Siparişi,Kapandı,Ana Kanal,,12826900,234
258523351,,can,1302.53,122.95,TRY,2025-01-22T19:50:38.553,2025-01-22T20:47:33.947,Paket Siparişi,Kapandı,Ana Kanal,,25956737,235
258523662,,can,572.16,56.56,TRY,2025-01-22T19:51:23.643,2025-01-22T20:47:09.607,Paket Siparişi,Kapandı,Ana Kanal,,6475962,236
258523998,,can,1380.98,125.55,TRY,2025-01-22T19:52:14.39,2025-01-22T20:47:08.443,Paket Siparişi,Kapandı,Ana Kanal,,6462035,237
258524575,,can,395.16,35.92,TRY,2025-01-22T19:53:42.497,2025-01-22T20:30:42.607,Paket Siparişi,Kapandı,Ana Kanal,,16472458,238
258525468,,can,385.91,41.45,TRY,2025-01-22T19:55:55.317,2025-01-22T20:47:10.487,Paket Siparişi,Kapandı,Ana Kanal,,14520918,239
258525781,,can,1580.66,143.69,TRY,2025-01-22T19:56:39.24,2025-01-22T22:07:28.25,Paket Siparişi,Kapandı,Ana Kanal,,33783173,240
258526784,,can,1169.7,106.34,TRY,2025-01-22T19:59:14.217,2025-01-22T20:47:45.913,Paket Siparişi,Kapandı,Ana Kanal,,32912922,241
258527588,,can,429.66,43.61,TRY,2025-01-22T20:01:12.92,2025-01-22T20:49:00.513,Paket Siparişi,Kapandı,Ana Kanal,,33783374,242
258527887,,can,842.82,81.17,TRY,2025-01-22T20:01:58.87,2025-01-22T20:47:56.113,Paket Siparişi,Kapandı,Ana Kanal,,33783403,243
258528107,,can,798.83,72.62,TRY,2025-01-22T20:02:32.937,2025-01-22T20:49:02.307,Paket Siparişi,Kapandı,Ana Kanal,,31334458,244
258528574,,can,779.8,70.9,TRY,2025-01-22T20:03:45.32,2025-01-22T21:07:47.477,Paket Siparişi,Kapandı,Ana Kanal,,20877193,245
258528672,,can,926.33,84.21,TRY,2025-01-22T20:04:00.997,2025-01-22T20:47:57.277,Paket Siparişi,Kapandı,Ana Kanal,,18522738,246
258529069,,can,479.66,43.61,TRY,2025-01-22T20:04:59.123,2025-01-22T20:58:32.757,Paket Siparişi,Kapandı,Ana Kanal,,5342565,247
258529303,,can,280.23,25.48,TRY,2025-01-22T20:05:29.61,2025-01-22T20:29:29.633,Paket Siparişi,Kapandı,Ana Kanal,,422132,248
258529717,,can,429.66,43.61,TRY,2025-01-22T20:06:28.937,2025-01-22T20:49:01.347,Paket Siparişi,Kapandı,Ana Kanal,,33783620,249
258532599,,can,653.9,59.44,TRY,2025-01-22T20:13:36.39,2025-01-22T21:07:48.19,Paket Siparişi,Kapandı,Ana Kanal,,27874362,250
258534353,,can,396.9,36.08,TRY,2025-01-22T20:18:02.487,2025-01-22T21:07:49.707,Paket Siparişi,Kapandı,Ana Kanal,,33784252,251
258535198,,can,467.66,47.06,TRY,2025-01-22T20:20:05.073,2025-01-22T21:19:04.623,Paket Siparişi,Kapandı,Ana Kanal,,21803441,252
258535841,,can,914.55,83.15,TRY,2025-01-22T20:21:42.263,2025-01-22T21:31:47.46,Paket Siparişi,Kapandı,Ana Kanal,,11994260,253
258536708,,can,422.41,38.4,TRY,2025-01-22T20:23:56.713,2025-01-22T20:49:06.31,Paket Siparişi,Kapandı,Ana Kanal,,23429247,254
258537010,,can,463.16,42.11,TRY,2025-01-22T20:24:39.63,2025-01-22T21:07:48.913,Paket Siparişi,Kapandı,Ana Kanal,,1140659,255
258537578,Bahçe Masa 1,can,399.9,3.96,TRY,2025-01-22T20:26:08.293,2025-01-22T20:57:57.827,Masa Siparişi,Kapandı,Ana Kanal,,0,256
258538112,Bahçe Masa 2,can,342.6,3.39,TRY,2025-01-22T20:27:23.46,2025-01-22T21:14:03.39,Masa Siparişi,Kapandı,Ana Kanal,,0,257
258538485,Bahçe Masa 3,can,759.8,7.52,TRY,2025-01-22T20:28:16.543,2025-01-22T20:58:27.867,Masa Siparişi,Kapandı,Ana Kanal,,0,258
258539711,,can,463.16,42.11,TRY,2025-01-22T20:31:18.853,2025-01-22T21:19:06.467,Paket Siparişi,Kapandı,Ana Kanal,,30550362,259
258541420,Bahçe Masa 4,can,1273.9,27.18,TRY,2025-01-22T20:35:52.18,2025-01-22T21:21:58.827,Masa Siparişi,Kapandı,Ana Kanal,,0,260
258541781,Bahçe Masa 5,can,394.9,3.91,TRY,2025-01-22T20:36:48.97,2025-01-22T20:58:10.027,Masa Siparişi,Kapandı,Ana Kanal,,0,261
258543819,,can,491.77,44.71,TRY,2025-01-22T20:42:06.373,2025-01-22T21:40:24.823,Paket Siparişi,Kapandı,Ana Kanal,,22724784,262
258545016,,can,502.72,50.25,TRY,2025-01-22T20:45:08.953,2025-01-22T21:19:08.083,Paket Siparişi,Kapandı,Ana Kanal,,31410101,263
258545324,,can,385.91,41.45,TRY,2025-01-22T20:45:54.32,2025-01-22T21:49:58.96,Paket Siparişi,Kapandı,Ana Kanal,,26652215,264
258546128,Bahçe Masa 6,can,699.2,6.92,TRY,2025-01-22T20:48:00.707,2025-01-22T21:17:46.53,Masa Siparişi,Kapandı,Ana Kanal,,0,265
258546726,,can,376.41,40.58,TRY,2025-01-22T20:49:40.027,2025-01-22T21:19:09.443,Paket Siparişi,Kapandı,Ana Kanal,,5329101,266
258551790,,can,389.9,35.45,TRY,2025-01-22T21:03:21.847,2025-01-22T21:50:00.017,Paket Siparişi,Kapandı,Ana Kanal,,5340237,267
258552767,,can,429.66,43.61,TRY,2025-01-22T21:06:14.913,2025-01-22T21:50:01.31,Paket Siparişi,Kapandı,Ana Kanal,,24744078,268
258554477,Bahçe Masa 1,can,999.8,9.9,TRY,2025-01-22T21:11:22.137,2025-01-22T21:40:18.367,Masa Siparişi,Kapandı,Ana Kanal,,0,269
258558450,,can,414.9,4.11,TRY,2025-01-22T21:23:24.8,2025-01-22T22:07:25.76,Paket Siparişi,Kapandı,Ana Kanal,,33787161,270
258560043,,can,406.13,36.92,TRY,2025-01-22T21:28:32.72,2025-01-22T22:14:57.16,Paket Siparişi,Kapandı,Ana Kanal,,26224589,271
258560606,,can,876.07,84.19,TRY,2025-01-22T21:30:23.223,2025-01-22T22:14:56.107,Paket Siparişi,Kapandı,Ana Kanal,,11625252,272
258562225,Bahçe Masa 3,can,939.8,9.3,TRY,2025-01-22T21:35:55.767,2025-01-22T22:05:12.983,Masa Siparişi,Kapandı,Ana Kanal,,0,273
258563923,,can,660.18,60.01,TRY,2025-01-22T21:41:48.47,2025-01-22T22:28:40.593,Paket Siparişi,Kapandı,Ana Kanal,,33787830,274
258565102,,can,435.36,44.12,TRY,2025-01-22T21:46:12.373,2025-01-22T22:38:16.713,Paket Siparişi,Kapandı,Ana Kanal,,33667348,275
258565642,,can,420.81,38.26,TRY,2025-01-22T21:48:27.343,2025-01-22T22:14:58.747,Paket Siparişi,Kapandı,Ana Kanal,,25477918,276
258566647,,can,514.16,46.74,TRY,2025-01-22T21:52:08.363,2025-01-22T22:38:19.507,Paket Siparişi,Kapandı,Ana Kanal,,33788215,277
258566893,,can,491.31,49.21,TRY,2025-01-22T21:52:59.4,2025-01-22T23:00:53.573,Paket Siparişi,Kapandı,Ana Kanal,,31812091,278
258567134,,can,779.8,70.89,TRY,2025-01-22T21:53:47.637,2025-01-22T22:28:36.91,Paket Siparişi,Kapandı,Ana Kanal,,25554858,279
258569633,,can,407.81,41.62,TRY,2025-01-22T22:03:32.46,2025-01-22T22:28:35.073,Paket Siparişi,Kapandı,Ana Kanal,,15695391,280
258570703,Bahçe Masa 1,can,699.2,6.92,TRY,2025-01-22T22:08:01.523,2025-01-22T22:14:33.273,Masa Siparişi,Kapandı,Ana Kanal,,0,281
258570991,,can,1335.12,121.37,TRY,2025-01-22T22:09:08.267,2025-01-22T22:48:42.553,Paket Siparişi,Kapandı,Ana Kanal,,21105343,282
258571269,,can,405.91,41.45,TRY,2025-01-22T22:10:19.08,2025-01-22T22:40:30.13,Paket Siparişi,Kapandı,Ana Kanal,,19075841,283
258571491,,can,403.66,36.7,TRY,2025-01-22T22:11:20.643,2025-01-22T22:48:43.687,Paket Siparişi,Kapandı,Ana Kanal,,22131813,284
258571779,,can,854.22,82.2,TRY,2025-01-22T22:12:34.607,2025-01-22T22:45:56.68,Paket Siparişi,Kapandı,Ana Kanal,,15108547,285
258571810,,can,510.8,38.34,TRY,2025-01-22T22:12:41.267,2025-01-22T23:01:21.94,Paket Siparişi,Kapandı,Ana Kanal,,33511809,286
258574151,,can,417.47,37.95,TRY,2025-01-22T22:23:08.8,2025-01-22T22:45:54.497,Paket Siparişi,Kapandı,Ana Kanal,,31556436,287
258575081,,can,419.21,42.66,TRY,2025-01-22T22:27:39.39,2025-01-22T23:01:20.383,Paket Siparişi,Kapandı,Ana Kanal,,24277831,288
258576384,Bahçe Masa 1,can,1395.4,13.81,TRY,2025-01-22T22:34:14.283,2025-01-22T23:07:10.4,Masa Siparişi,Kapandı,Ana Kanal,,0,289
258576508,,can,389.9,35.45,TRY,2025-01-22T22:34:51.863,2025-01-22T23:00:46.427,Paket Siparişi,Kapandı,Ana Kanal,,2408430,290
258576755,,can,790.33,71.85,TRY,2025-01-22T22:36:08.9,2025-01-22T23:16:00.787,Paket Siparişi,Kapandı,Ana Kanal,,20699501,291
258577432,,can,524.57,52.24,TRY,2025-01-22T22:39:43.373,2025-01-22T23:01:30.35,Paket Siparişi,Kapandı,Ana Kanal,,22450103,292
258577998,,can,598.47,54.4,TRY,2025-01-22T22:42:46.833,2025-01-22T23:20:03.87,Paket Siparişi,Kapandı,Ana Kanal,,19207394,293
258579322,,can,498.8,4.94,TRY,2025-01-22T22:50:13.557,2025-01-22T23:15:59.753,Paket Siparişi,Kapandı,Ana Kanal,,33511809,294
258579944,Bahçe Masa 3,can,1099.7,17.36,TRY,2025-01-22T22:53:46.853,2025-01-22T23:40:23.147,Masa Siparişi,Kapandı,Ana Kanal,,0,295
258581783,Bahçe Masa 2,can,349.6,3.46,TRY,2025-01-22T23:05:46.423,2025-01-22T23:07:13.56,Masa Siparişi,Kapandı,Ana Kanal,,0,296
258609313,,can,389.9,35.45,TRY,2025-01-23T11:06:03.007,2025-01-23T12:02:16.677,Paket Siparişi,Kapandı,Ana Kanal,,18218865,101
258609629,,can,403.66,36.7,TRY,2025-01-23T11:08:46.083,2025-01-23T11:29:30.883,Paket Siparişi,Kapandı,Ana Kanal,,33795283,102
258610171,,can,807.33,73.39,TRY,2025-01-23T11:13:11.767,2025-01-23T12:02:15.773,Paket Siparişi,Kapandı,Ana Kanal,,20564699,103
258611737,,can,395.16,35.92,TRY,2025-01-23T11:24:58.62,2025-01-23T12:02:17.237,Paket Siparişi,Kapandı,Ana Kanal,,27775591,104
258612056,,can,1190.7,108.24,TRY,2025-01-23T11:27:08.25,2025-01-23T12:15:28.533,Paket Siparişi,Kapandı,Ana Kanal,,29193225,105
258612157,,can,396.9,36.08,TRY,2025-01-23T11:27:47.267,2025-01-23T12:15:34.61,Paket Siparişi,Kapandı,Ana Kanal,,32558626,106
258613513,,can,506.45,46.04,TRY,2025-01-23T11:36:06.433,2025-01-23T12:04:20.403,Paket Siparişi,Kapandı,Ana Kanal,,33795779,107
258614739,,can,389.9,35.45,TRY,2025-01-23T11:43:13.34,2025-01-23T12:15:30.003,Paket Siparişi,Kapandı,Ana Kanal,,33795948,108
258615122,,can,842.82,81.17,TRY,2025-01-23T11:45:01.45,2025-01-23T12:04:22.743,Paket Siparişi,Kapandı,Ana Kanal,,33796004,109
258618163,,can,574.57,52.24,TRY,2025-01-23T11:58:34.833,2025-01-23T12:54:48.673,Paket Siparişi,Kapandı,Ana Kanal,,30518185,110
258623878,Bahçe Masa 1,can,1048.8,10.38,TRY,2025-01-23T12:17:34.41,2025-01-23T12:54:36.077,Masa Siparişi,Kapandı,Ana Kanal,,0,111
258624840,,can,441.06,44.64,TRY,2025-01-23T12:20:25.787,2025-01-23T12:54:52.85,Paket Siparişi,Kapandı,Ana Kanal,,33797127,112
258627516,,can,389.9,35.45,TRY,2025-01-23T12:28:27.68,2025-01-23T13:19:05.833,Paket Siparişi,Kapandı,Ana Kanal,,33421005,113
258627765,,can,403.66,36.7,TRY,2025-01-23T12:29:08.573,2025-01-23T12:54:55.543,Paket Siparişi,Kapandı,Ana Kanal,,1655755,114
258630136,,can,652.9,59.35,TRY,2025-01-23T12:35:51.043,2025-01-23T13:19:06.723,Paket Siparişi,Kapandı,Ana Kanal,,28002538,115
258632460,,can,389.9,35.45,TRY,2025-01-23T12:42:20.45,2025-01-23T13:19:07.67,Paket Siparişi,Kapandı,Ana Kanal,,33797928,116
258637389,,can,405.91,41.45,TRY,2025-01-23T12:57:21.27,2025-01-23T13:19:09.09,Paket Siparişi,Kapandı,Ana Kanal,,21131916,117
258639080,,can,402.11,41.1,TRY,2025-01-23T13:02:38.32,2025-01-23T13:47:31.69,Paket Siparişi,Kapandı,Ana Kanal,,33798606,118
258639244,,can,395.16,35.92,TRY,2025-01-23T13:03:09.957,2025-01-23T13:37:44.9,Paket Siparişi,Kapandı,Ana Kanal,,31071332,119
258641272,,can,429.66,43.61,TRY,2025-01-23T13:09:26.2,2025-01-23T13:55:50.397,Paket Siparişi,Kapandı,Ana Kanal,,21575790,120
258641352,,can,544.89,49.53,TRY,2025-01-23T13:09:41.147,2025-01-23T13:37:42.903,Paket Siparişi,Kapandı,Ana Kanal,,22066151,121
258641481,,can,389.9,35.45,TRY,2025-01-23T13:10:04.673,2025-01-23T13:37:48.047,Paket Siparişi,Kapandı,Ana Kanal,,33798882,122
258641520,,can,429.66,43.61,TRY,2025-01-23T13:10:11.15,2025-01-23T13:37:49.193,Paket Siparişi,Kapandı,Ana Kanal,,33798886,123
258641730,,can,404.01,41.27,TRY,2025-01-23T13:10:56.82,2025-01-23T13:55:48.713,Paket Siparişi,Kapandı,Ana Kanal,,29719563,124
258641956,,can,429.66,43.61,TRY,2025-01-23T13:11:41.833,2025-01-23T13:37:46.79,Paket Siparişi,Kapandı,Ana Kanal,,31081918,125
258642472,,can,403.66,36.7,TRY,2025-01-23T13:13:21.86,2025-01-23T13:55:46.79,Paket Siparişi,Kapandı,Ana Kanal,,17408736,126
258643167,,can,396.41,40.58,TRY,2025-01-23T13:15:29.003,2025-01-23T13:47:36.94,Paket Siparişi,Kapandı,Ana Kanal,,33799074,127
258644113,,can,395.16,35.92,TRY,2025-01-23T13:18:31.443,2025-01-23T13:48:10.833,Paket Siparişi,Kapandı,Ana Kanal,,27807570,128
258647322,,can,1185.48,107.76,TRY,2025-01-23T13:28:51.683,2025-01-23T13:58:20.59,Paket Siparişi,Kapandı,Ana Kanal,,30593129,129
258647576,,can,254.73,16.98,TRY,2025-01-23T13:29:35.92,2025-01-23T13:57:52.413,Paket Siparişi,Kapandı,Ana Kanal,,32529968,130
258649246,,can,790.33,71.84,TRY,2025-01-23T13:35:01.017,2025-01-23T16:23:17.133,Paket Siparişi,Kapandı,Ana Kanal,,28829367,131
258649396,,can,1725.16,156.83,TRY,2025-01-23T13:35:30.037,2025-01-23T16:23:15.73,Paket Siparişi,Kapandı,Ana Kanal,,33799792,132
258650094,,can,398.9,3.95,TRY,2025-01-23T13:37:49.97,2025-01-23T16:23:17.853,Paket Siparişi,Kapandı,Ana Kanal,,15652862,133
258650361,,can,344.6,3.41,TRY,2025-01-23T13:38:38.677,2025-01-23T16:23:16.483,Paket Siparişi,Kapandı,Ana Kanal,,23972632,134
258651854,,can,477.96,43.45,TRY,2025-01-23T13:43:35.61,2025-01-23T16:23:18.583,Paket Siparişi,Kapandı,Ana Kanal,,29853520,135
258653366,,can,435.36,44.12,TRY,2025-01-23T13:48:38.58,2025-01-23T16:23:21.953,Paket Siparişi,Kapandı,Ana Kanal,,33800224,136
258653777,,can,1169.7,106.34,TRY,2025-01-23T13:49:55.867,2025-01-23T16:23:21.177,Paket Siparişi,Kapandı,Ana Kanal,,33333901,137
258658503,,can,463.16,42.11,TRY,2025-01-23T14:05:00.107,2025-01-23T16:23:23.027,Paket Siparişi,Kapandı,Ana Kanal,,21324464,138
258666452,,can,865.23,78.65,TRY,2025-01-23T14:28:38.047,2025-01-23T16:23:24.977,Paket Siparişi,Kapandı,Ana Kanal,,31752337,139
258666765,,can,389.9,35.45,TRY,2025-01-23T14:29:32.197,2025-01-23T16:23:23.863,Paket Siparişi,Kapandı,Ana Kanal,,25510478,140
258671064,Bahçe Masa 1,can,739.5,7.32,TRY,2025-01-23T14:42:16.073,2025-01-23T15:04:28.29,Masa Siparişi,Kapandı,Ana Kanal,,0,141
258674706,,can,405.03,36.82,TRY,2025-01-23T14:52:54.217,2025-01-23T16:23:29.28,Paket Siparişi,Kapandı,Ana Kanal,,400283,142
258674711,,can,543.0,49.36,TRY,2025-01-23T14:52:54.827,2025-01-23T16:23:26.94,Paket Siparişi,Kapandı,Ana Kanal,,20245928,143
258675229,,can,403.66,36.7,TRY,2025-01-23T14:54:22.57,2025-01-23T16:23:26.467,Paket Siparişi,Kapandı,Ana Kanal,,33802355,144
258675465,,can,389.9,35.45,TRY,2025-01-23T14:55:05.13,2025-01-23T16:23:27.89,Paket Siparişi,Kapandı,Ana Kanal,,26997154,145
258677580,,can,396.41,40.58,TRY,2025-01-23T15:01:03.05,2025-01-23T16:23:10.843,Paket Siparişi,Kapandı,Ana Kanal,,33802599,146
258677892,,can,394.9,3.91,TRY,2025-01-23T15:01:56.19,2025-01-23T16:23:28.347,Paket Siparişi,Kapandı,Ana Kanal,,12252879,147
258678665,,can,467.41,42.49,TRY,2025-01-23T15:03:59.237,2025-01-23T16:23:31.62,Paket Siparişi,Kapandı,Ana Kanal,,21827986,148
258680830,,can,512.25,46.57,TRY,2025-01-23T15:09:54.04,2025-01-23T16:23:07.363,Paket Siparişi,Kapandı,Ana Kanal,,31815423,149
258680909,,can,1360.48,128.23,TRY,2025-01-23T15:10:05.363,2025-01-23T16:23:08.363,Paket Siparişi,Kapandı,Ana Kanal,,33802908,150
258682191,,can,587.78,53.43,TRY,2025-01-23T15:13:47.61,2025-01-23T16:23:05.36,Paket Siparişi,Kapandı,Ana Kanal,,17965785,151
258692324,,can,463.16,42.11,TRY,2025-01-23T15:41:34.71,2025-01-23T16:23:01.147,Paket Siparişi,Kapandı,Ana Kanal,,33803923,152
258699360,,can,413.53,37.59,TRY,2025-01-23T16:01:28.43,2025-01-23T16:23:32.66,Paket Siparişi,Kapandı,Ana Kanal,,6112931,153
258704388,,can,395.16,35.92,TRY,2025-01-23T16:15:28.393,2025-01-23T16:59:49.34,Paket Siparişi,Kapandı,Ana Kanal,,981599,154
258704684,Masa 1,can,898.0,81.64,TRY,2025-01-23T16:16:18.73,2025-01-23T16:34:44.19,Masa Siparişi,Kapandı,Ana Kanal,,33805036,155
258705473,,can,476.97,43.36,TRY,2025-01-23T16:18:25.583,2025-01-23T16:33:50.74,Paket Siparişi,Kapandı,Ana Kanal,,19081823,156
258705578,,can,396.41,40.58,TRY,2025-01-23T16:18:43.86,2025-01-23T17:08:44.183,Paket Siparişi,Kapandı,Ana Kanal,,31417763,157
258709845,,can,334.6,3.31,TRY,2025-01-23T16:30:42.45,2025-01-23T16:59:46.983,Paket Siparişi,Kapandı,Ana Kanal,,15034698,158
258711176,,can,405.91,41.45,TRY,2025-01-23T16:34:33.85,2025-01-23T17:34:41.37,Paket Siparişi,Kapandı,Ana Kanal,,33466048,159
258711484,Masa 3,can,698.0,63.45,TRY,2025-01-23T16:35:26.89,2025-01-23T16:35:37.703,Masa Siparişi,İptal Edildi,Ana Kanal,,33805648,160
258712532,,can,396.41,40.58,TRY,2025-01-23T16:38:19.957,2025-01-23T17:34:40.54,Paket Siparişi,Kapandı,Ana Kanal,,33805741,161
258716246,,can,1253.48,113.95,TRY,2025-01-23T16:48:40.637,2025-01-23T17:34:42.68,Paket Siparişi,Kapandı,Ana Kanal,,33806075,162
258717798,,can,395.16,35.92,TRY,2025-01-23T16:53:05.327,2025-01-23T17:08:38.497,Paket Siparişi,Kapandı,Ana Kanal,,33131005,163
258718930,,can,1009.07,96.28,TRY,2025-01-23T16:56:25.5,2025-01-23T18:38:02.75,Paket Siparişi,Kapandı,Ana Kanal,,20040478,164
258719891,,can,1195.36,108.67,TRY,2025-01-23T16:58:59.087,2025-01-23T18:38:01.473,Paket Siparişi,Kapandı,Ana Kanal,,1057113,165
258720691,,can,1283.16,116.66,TRY,2025-01-23T17:01:11.257,2025-01-23T17:46:02.32,Paket Siparişi,Kapandı,Ana Kanal,,24208043,166
258723359,,can,429.66,43.61,TRY,2025-01-23T17:08:28.827,2025-01-23T17:46:05.957,Paket Siparişi,Kapandı,Ana Kanal,,19770196,167
258726674,,can,407.81,41.62,TRY,2025-01-23T17:17:31.893,2025-01-23T18:37:58.53,Paket Siparişi,Kapandı,Ana Kanal,,23817830,168
258727345,,can,396.9,36.08,TRY,2025-01-23T17:19:19.763,2025-01-23T18:37:56.943,Paket Siparişi,Kapandı,Ana Kanal,,7295849,169
258727760,,can,479.02,43.55,TRY,2025-01-23T17:20:21.02,2025-01-23T17:46:07.06,Paket Siparişi,Kapandı,Ana Kanal,,30485932,170
258728478,,can,348.6,3.45,TRY,2025-01-23T17:22:17.343,2025-01-23T17:46:54.427,Paket Siparişi,Kapandı,Ana Kanal,,1932198,171
258729318,,can,1184.7,11.73,TRY,2025-01-23T17:24:43.467,2025-01-23T17:53:51.297,Paket Siparişi,Kapandı,Ana Kanal,,33807337,172
258729344,,can,948.64,86.24,TRY,2025-01-23T17:24:46.457,2025-01-23T17:53:49.46,Paket Siparişi,Kapandı,Ana Kanal,,16537098,173
258729625,Bahçe Masa 1,can,787.8,7.8,TRY,2025-01-23T17:25:32.12,2025-01-23T17:52:43.747,Masa Siparişi,Kapandı,Ana Kanal,,0,174
258731957,,can,779.8,70.89,TRY,2025-01-23T17:31:33.38,2025-01-23T17:53:52.52,Paket Siparişi,Kapandı,Ana Kanal,,33705829,175
258732064,,can,396.41,40.58,TRY,2025-01-23T17:31:51.82,2025-01-23T18:48:27.44,Paket Siparişi,Kapandı,Ana Kanal,,33539830,176
258732646,,can,467.66,47.06,TRY,2025-01-23T17:33:22.393,2025-01-23T18:48:28.613,Paket Siparişi,Kapandı,Ana Kanal,,21720829,177
258732788,,can,359.9,3.56,TRY,2025-01-23T17:33:45.35,2025-01-23T18:48:33.4,Paket Siparişi,Kapandı,Ana Kanal,,1464685,178
258732991,,can,909.33,82.66,TRY,2025-01-23T17:34:21.043,2025-01-23T18:12:09.627,Paket Siparişi,Kapandı,Ana Kanal,,1564910,179
258733523,,can,808.61,73.51,TRY,2025-01-23T17:35:49.237,2025-01-23T18:48:20.837,Paket Siparişi,Kapandı,Ana Kanal,,31496018,180
258733813,,can,2902.12,263.83,TRY,2025-01-23T17:36:38.227,2025-01-23T18:48:19.757,Paket Siparişi,Kapandı,Ana Kanal,,5631042,181
258736045,,can,396.41,40.58,TRY,2025-01-23T17:42:26.767,2025-01-23T18:38:03.917,Paket Siparişi,Kapandı,Ana Kanal,,9175213,182
258739539,,can,517.9,47.08,TRY,2025-01-23T17:51:28.66,2025-01-23T18:48:22.483,Paket Siparişi,Kapandı,Ana Kanal,,33808414,183
258740076,Masa 3,can,534.0,48.55,TRY,2025-01-23T17:52:49.883,2025-01-23T18:18:41.813,Masa Siparişi,Kapandı,Ana Kanal,,33808479,184
